"sep=,"
file,signature,ND
/home/user/cppstats/results/redis_res/_cppstats/redis/src/util.c.xml,defined(__linux__) || defined(__sun),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/util.c.xml,!(defined(__linux__) || defined(__sun)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/util.c.xml,defined(REDIS_TEST),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/util.h.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/ziplist.c.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/ziplist.h.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zipmap.c.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zipmap.h.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(__linux__),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(USE_TCMALLOC),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(USE_JEMALLOC),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_DEFRAG),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(USE_JEMALLOC) && defined(__linux__),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(USE_JEMALLOC) && defined(__linux__)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_PROC_STAT),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_TASKINFO),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(__FreeBSD__) || defined(__DragonFly__),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(__NetBSD__) || defined(__OpenBSD__),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_PSINFO),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_PROC_STAT)) && !(defined(HAVE_TASKINFO)) && !(defined(__FreeBSD__) || defined(__DragonFly__)) && !(defined(__NetBSD__) || defined(__OpenBSD__)) && !(defined(HAVE_PSINFO)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(USE_JEMALLOC),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(USE_JEMALLOC)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(__APPLE__),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(HAVE_PROC_SMAPS),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(HAVE_PROC_SMAPS)),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(__unix__) || defined(__unix) || defined(unix) || (defined(__APPLE__) && defined(__MACH__)),3
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,!(defined(__unix__) || defined(__unix) || defined(unix) || (defined(__APPLE__) && defined(__MACH__))),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.c.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(USE_TCMALLOC),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(USE_JEMALLOC),2
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(__APPLE__),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,!defined(ZMALLOC_LIB),3
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(USE_JEMALLOC) && defined(JEMALLOC_FRAG_HINT),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(HAVE_DEFRAG),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,!defined(HAVE_MALLOC_SIZE),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,!(!defined(HAVE_MALLOC_SIZE)),1
/home/user/cppstats/results/redis_res/_cppstats/redis/src/zmalloc.h.xml,defined(REDIS_TEST),1
/home/user/cppstats/results/redis_res/_cppstats/redis/tests/modules/keyspecs.c.xml,defined(INCLUDE_UNRELEASED_KEYSPEC_API),1
/home/user/cppstats/results/redis_res/_cppstats/redis/tests/modules/subcommands.c.xml,defined(INCLUDE_UNRELEASED_KEYSPEC_API),1
/home/user/cppstats/results/redis_res/_cppstats/redis/tests/modules/subcommands.c.xml,defined(INCLUDE_UNRELEASED_KEYSPEC_API),1
