CONSTANTS
BOOTSTRAP_CAT
NO_UDOM_SUPPORT
lint
lint
CHET_VT
lint
lint
lint
VM_AND_BUFFER_CACHE_SYNCHRONIZED
lint
_BSDI_VERSION
__APPLE__
__FreeBSD__
__bsdi__
_h_config
_ICONV_H_
TM_YEAR_BASE
lint
lint
lint
lint
lint
lint
lint
lint
lint
lint
INT_MAX
NO_REALLOC_NULL
max
min
sun
BACKWARDS
NO_REALLOC_NULL
sun
BACKWARDS
BACKWARDS
SIGWINCH
_POSIX_SOURCE
lint
NO_REALLOC_NULL
sun
lint
SHELL
lint
lint
lint
COLORLS
COLORLS
FTS_WHITEOUT
lint
COLORLS
COLORLS
lint
COLORLS
WCHAR_MIN
lint
lint
lint
NET2_STAT
lint
lint
lint
NET2_STAT
lint
NET2_STAT
lint
_PAX_
NET2_STAT
lint
NET2_FTS
lint
NET2_STAT
lint
NET2_STAT
lint
NET2_REGEX
lint
NET2_REGEX
lint
MIN
NET2_STAT
lint
lint
NET2_STAT
lint
_PAX_
lint
lint
lint
lint
lint
LAZY_PS
lint

lint

lint
lint

_SETFACL_H

lint

ARITH_ASS
ARITH_BOR
ARITH_BORASS
ARITH_EQ

ARITH_ASS
ARITH_BOR
ARITH_BORASS
ARITH_EQ
SHELL
eflag
lint

DEBUG
lint

DEBUG
NO_HISTORY
lint

DEBUG
lint
notdef

lint

NO_HISTORY
lint
NO_HISTORY
lint

JOBS
lint
JOBS
lint
notdef

DEBUG
NO_HISTORY
lint

lint

RLIMIT_CORE
RLIMIT_CPU
RLIMIT_DATA
RLIMIT_FSIZE
RLIMIT_KQUEUES
RLIMIT_MEMLOCK
RLIMIT_NOFILE
RLIMIT_NPROC
RLIMIT_NPTS
RLIMIT_RSS
RLIMIT_SBSIZE
RLIMIT_STACK
RLIMIT_SWAP
RLIMIT_UMTXP
RLIMIT_VMEM
lint
lint
lint

lint

NO_HISTORY
lint
DEFINE_OPTIONS
lint
OUTPUT_INCL
DEBUG
NO_HISTORY
lint

lint

DEBUG
SHELL_H_
DEBUG
lint
not_this_way
DEBUG
DEBUG
JOBS
NO_HISTORY
lint

NO_HISTORY
VTABSIZE
lint
NO_HISTORY
lint
lint

lint
lint
lint
lint
lint

lint
lint
SHELL

_COMPAT_OPENSOLARIS_ALLOCA_H_
NDEBUG
_ASSERT_H_
__cplusplus
_OPENSOLARIS_DEVID_H_
_COMPAT_OPENSOLARIS_DTRACE_H_
_COMPAT_OPENSOLARIS_FCNTL_H_
open64
_OPENSOLARIS_FSSHARE_H_
_LIBINTL_H_
_COMPAT_OPENSOLARIS_LIBPROC_H_
_OPENSOLARIS_LIBSHARE_H_
_OPENSOLARIS_PRIV_H_
_OPENSOLARIS_SHA2_H_
_SOLARIS_H_
_COMPAT_OPENSOLARIS_STDIO_H_
_COMPAT_OPENSOLARIS_STDLIB_H_
_COMPAT_OPENSOLARIS_STRINGS_H_
_THREAD_POOL_H_
__STDC__
__cplusplus
_COMPAT_OPENSOLARIS_UNISTD_H_
_ZONE_H_

_UMEM_H
__cplusplus
NEED_ERRLOC
__FreeBSD__
__i386__
illumos

_DTRACE_VERSION
_PROV_H
__cplusplus
__sparc

illumos
_ELF64
illumos
illumos
_UTIL_H
__cplusplus
illumos
illumos
_STATCOMMON_H
__cplusplus

_CTF_IMPL_H
_KERNEL
__cplusplus

_BOOT
_COMMON_UTIL_CTYPE_H
_KERNEL
__cplusplus
illumos
_ATOMIC_H
_LIBINTL_H
_LP64
_WCHAR_T
__GNUG__
__cplusplus
_NLIST_H
__cplusplus
_NOTE_H
__cplusplus
_STDIO_EXT_H
_STORCLASS_H
__cplusplus
_SYMS_H
__cplusplus
NO_COMPETING_THREADS
NO_LOCKS_HELD
_ASM
_SYNCH_H
__cplusplus
_THREAD_H

_FILE_OFFSET_BITS
_LARGEFILE64_SOURCE
_LIBCMDUTILS_H
_LP64
__cplusplus
illumos
BYTE_ORDER
_BIG_ENDIAN
_LP64
illumos

_LIBCTF_H
__cplusplus
sun
__FreeBSD__
_LP64
__FreeBSD__
illumos
illumos

_DT_AS_H
__cplusplus

_DT_BUF_H
__cplusplus
illumos
BYTE_ORDER
_BIG_ENDIAN
illumos

_DT_DECL_H
__cplusplus

illumos
_DT_DOF_H
__cplusplus
illumos
_DT_ERRTAGS_H
__cplusplus
illumos
illumos
_DT_IDENT_H
__cplusplus
_DT_IMPL_H
__FreeBSD__
__cplusplus
illumos

_DT_INTTAB_H
__cplusplus
BYTE_ORDER
_BIG_ENDIAN
_CALL_ELF
__aarch64__
__amd64
__arm__
__i386
__mips__
__powerpc64__
__powerpc__
__riscv

_DT_LIST_H
__cplusplus
illumos
STT_NUM
STT_TLS
__FreeBSD__
__i386__
illumos
_DT_MODULE_H
__FreeBSD__
__cplusplus
__FreeBSD__
__LP64__
__amd64__
__i386__
__sparc
__x86
illumos
__FreeBSD__
illumos
illumos
_DT_PARSER_H
__cplusplus

_DT_PCB_H
__cplusplus
DOODAD
__FreeBSD__
illumos
_DT_PID_H
__cplusplus

_DT_PQ_H
__cplusplus
__FreeBSD__
illumos
BYTE_ORDER
_BIG_ENDIAN
NS_IN6ADDRSZ
NS_INADDRSZ
__arm__
__mips__
__powerpc__
__riscv
illumos
_DT_PRINTF_H
__cplusplus
DOODAD
illumos
_DT_PROC_H
__cplusplus
__FreeBSD__
illumos
_DT_PROGRAM_H
__cplusplus
illumos
_DT_PROVIDER_H
__cplusplus

_DT_REGSET_H
__cplusplus

_DT_STRING_H
__cplusplus

_DT_STRTAB_H
__cplusplus
_ILP32
_LP64
illumos

illumos

_DT_XLATOR_H
__cplusplus
_DTRACE_H
__cplusplus
illumos
__FreeBSD__
illumos
notyet

sun

illumos
__lint
_CTF_HEADERS_H

_LIST_H
__cplusplus

_MEMORY_H
__cplusplus

_SYMBOL_H
__cplusplus

_UTILS_H
__cplusplus

_ASSOC_H
__cplusplus
illumos
_BARRIER_H
__cplusplus
illumos

__FreeBSD__
illumos
__FreeBSD__
illumos
_CTFMERGE_H
__cplusplus
BYTE_ORDER
DEBUG_LEVEL
DEBUG_PARSE
DEBUG_STREAM
MAX
MIN
_BIG_ENDIAN
_CTFTOOLS_H
_LITTLE_ENDIAN
__cplusplus
BYTE_ORDER
_BIG_ENDIAN
_LITTLE_ENDIAN
__sparc
illumos

_FIFO_H
__cplusplus

_HASH_H
__cplusplus

BYTE_ORDER
_BIG_ENDIAN
illumos

_STACK_H
__cplusplus

_STRTAB_H
__cplusplus
illumos

_TRAVERSE_H
__cplusplus
__FreeBSD__
illumos

_CALLOUT_H_
_CASE_FILE_H_

_LIBMOCKS_H_
__cplusplus
_VDEV_H_
_VDEV_ITERATOR_H_
_ZFSD_H_
_ZFSD_EVENT_H_
_ZFSD_EXCEPTION_H_
_ZPOOL_LIST_H_

ERFC_POLY_C_NCOEFFS
ERFC_POLY_D_NCOEFFS
ERFC_POLY_E_NCOEFFS
ERFC_POLY_F_NCOEFFS
ERF_POLY_A_NCOEFFS

EXP_POLY_ORDER
EXP_USE_TOINT_NARROW
LDBL_MANT_DIG
TOINT_INTRINSICS
USE_GLIBC_ABI
EXP2_POLY_ORDER
LDBL_MANT_DIG
USE_GLIBC_ABI
USE_GLIBC_ABI
WANT_ERRNO_UFLOW
N
EXP2_POLY_ORDER
EXP2_POLY_WIDE
EXP_POLY_ORDER
EXP_POLY_WIDE
EXP_USE_TOINT_NARROW
N
TOINT_INTRINSICS
USE_GLIBC_ABI
WANT_ERRNO_UFLOW
_MATHLIB_H
__GNUC__
__aarch64__
__clang_major__
__clang_minor__
HAVE_FAST_FMA
LDBL_MANT_DIG
LOG_POLY1_ORDER
LOG_POLY_ORDER
N
USE_GLIBC_ABI
HAVE_FAST_FMA
LDBL_MANT_DIG
LOG2_POLY1_ORDER
LOG2_POLY_ORDER
USE_GLIBC_ABI
HAVE_FAST_FMA
LOG2_POLY1_ORDER
LOG2_POLY_ORDER
N
USE_GLIBC_ABI
WANT_ROUNDING

HAVE_FAST_FMA
LOG_POLY1_ORDER
LOG_POLY_ORDER
N
USE_GLIBC_ABI
WANT_ROUNDING

FP_FAST_FMA
HAVE_FAST_FMA
HAVE_FAST_LROUND
HAVE_FAST_ROUND
IEEE_754_2008_SNAN
TOINT_INTRINSICS
USE_GLIBC_ABI
WANT_ERRNO
WANT_ERRNO_UFLOW
WANT_ROUNDING
_MATH_CONFIG_H
__GNUC_MINOR__
__GNUC__
__NO_MATH_ERRNO__
__aarch64__
WANT_ERRNO
WANT_ERRNO_UFLOW
WANT_ERRNO
WANT_ERRNO_UFLOW
EXP_POLY_ORDER
EXP_USE_TOINT_NARROW
HAVE_FAST_FMA
LDBL_MANT_DIG
POW_LOG_POLY_ORDER
TOINT_INTRINSICS
USE_GLIBC_ABI
N
POW_LOG_POLY_ORDER
TOINT_INTRINSICS
USE_GLIBC_ABI
WANT_ERRNO
WANT_ERRNO_UFLOW

WANT_ERRNO
TOINT_INTRINSICS
TOINT_INTRINSICS

WANT_VMATH
__aarch64__
__vpcs
BIGRANGERED
FALSE
IMPORT_SYMBOL
MICROLIB
NOCMDLINE
TRUE
__cplusplus
math_errhandling

mathtest_intern_h

test_semi_h
UINT_MAX
ULONG_MAX
mathtest_types_h

IEEE_754_2008_SNAN
USE_MPFR
WANT_VMATH
__aarch64__
__vpcs
NEW_RT
USE_MPFR
V_SUPPORTED
V_SUPPORTED
V_EXP_TABLE_BITS
V_SUPPORTED
WANT_VMATH
V_SUPPORTED
V_SUPPORTED
N
WANT_VMATH
V_SUPPORTED
V_SUPPORTED
SCALAR
V_SUPPORTED
WANT_VMATH
WANT_VMATH
V_SUPPORTED
SCALAR
VPCS
VPCS_ALIAS
VPCS_ATTR
WANT_VMATH
_V_MATH_H
__aarch64__
V_SUPPORTED
LOGDEG
TOINT_INTRINSICS
V_SUPPORTED
V_SUPPORTED
V_SUPPORTED
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__vpcs
__ARM_NEON
__ARM_NEON

CHKSUM_COMMON_H
WANT_ASSERT
__BYTE_ORDER__
__GNUC__
__ORDER_LITTLE_ENDIAN__
__clang__
__ARM_NEON
__aarch64__
__arm__
WANT_ASSERT
__GNUC__
__aarch64__
__arm__
__ARMEB__
__ARMEL__
__thumb2__
__thumb__
WANT_GNU_PROPERTY
_ASMDEFS_H
__ILP32__
__aarch64__
__ARM_NEON
__aarch64__
__arm__
__ARM_ARCH
__ARM_ARCH_ISA_THUMB
__ARM_FEATURE_SVE
__aarch64__
__arm__

__ARM_FEATURE_MEMORY_TAGGING
__ARM_FEATURE_SVE
__ARM_NEON
__aarch64__
__arm__
__restrict
WANT_MTE_TEST
__ARM_FEATURE_MEMORY_TAGGING
__aarch64__
WANT_MTE_TEST
__ARM_FEATURE_MEMORY_TAGGING
__aarch64__
__ARM_FEATURE_SVE
__aarch64__
__arm__
__ARM_FEATURE_SVE
__aarch64__
__ARM_NEON
__aarch64__
__arm__
__ARM_NEON
__aarch64__
_GNU_SOURCE
__aarch64__
__aarch64__
__arm__
WANT_MTE_TEST
__ARM_FEATURE_MEMORY_TAGGING
__TEST_MTE_H
_GNU_SOURCE
__ARM_FEATURE_SVE
__aarch64__
__ARM_FEATURE_SVE
__aarch64__
_GNU_SOURCE
__ARM_FEATURE_SVE
__aarch64__
__ARM_ARCH
__ARM_ARCH_6M__
__ARM_ARCH_ISA_ARM
__ARM_FEATURE_SVE
__aarch64__
__arm__
__ARM_FEATURE_SVE
__aarch64__
__arm__
__thumb2__
__thumb__

__ARM_ARCH
__ARM_ARCH_ISA_THUMB
__ARM_FEATURE_SVE
__aarch64__
__arm__
__ARM_FEATURE_SVE
__aarch64__
_GNU_SOURCE
__ARM_FEATURE_SVE
__aarch64__
__ARM_FEATURE_SVE
__aarch64__
ATF_C_H

ATF_C_BUILD_H

ATF_C_CHECK_H

ATF_C_DEFS_H

ATF_C_DETAIL_DYNSTR_H

HAVE_CONFIG_H
HAVE_PUTENV
HAVE_SETENV
HAVE_UNSETENV
ATF_C_DETAIL_ENV_H

HAVE_CONFIG_H
HAVE_CONST_BASENAME
HAVE_CONST_DIRNAME
HAVE_GETCWD_DYN
S_IFWHT
ATF_C_DETAIL_FS_H

ATF_C_DETAIL_LIST_H

ATF_C_DETAIL_MAP_H

WCOREDUMP
ATF_C_DETAIL_PROCESS_H

__FreeBSD__
HAVE_CONFIG_H
ATF_C_DETAIL_SANITY_H
NDEBUG
HAVE_CONFIG_H
NDEBUG

ATF_C_DETAIL_TEST_HELPERS_H

ATF_C_DETAIL_TEXT_H

HAVE_CONFIG_H
HAVE_GNU_GETOPT
HAVE_OPTRESET

ATF_C_DETAIL_USER_H

HAVE_CONFIG_H

ATF_C_ERROR_H
ATF_C_ERROR_FWD_H

ATF_C_H_BUILD_H
ATF_C_MACROS_H

ATF_C_TC_H

ATF_C_TP_H

ATF_C_UTILS_H

_WIN32
BC_ARGS_H
BC_BC_H
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_BCL_H
BC_ENABLE_LIBRARY
BC_LONG_BIT
LONG_BIT
_WIN32
BC_DC_H
DC_ENABLED
BC_ENABLE_HISTORY
BC_FILE_H
BC_DEBUG_CODE
BC_ENABLE_HISTORY
BC_HISTORY_H
WIN32_LEAN_AND_MEAN
_WIN32
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_LANG_H
DC_ENABLED
NDEBUG
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_LEX_H
DC_ENABLED
LIBBC_PRIVATE_H
BC_DEBUG_CODE
BC_ENABLE_EXTRA_MATH
BC_ENABLE_LIBRARY
BC_LONG_BIT
BC_NUM_H
BC_NUM_KARATSUBA_LEN
NDEBUG
BC_OPT_H
BC_ENABLED
BC_PARSE_H
BC_C11
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_HAS_COMPUTED_GOTO
BC_PROGRAM_H
DC_ENABLED
NDEBUG
BC_ENABLE_EXTRA_MATH
BC_ENABLE_LIBRARY
BC_LONG_BIT
BC_RAND_BUILTIN
BC_RAND_H
BC_RAND_USE_FREE
NDEBUG
__SIZEOF_INT128__
BC_READ_H
BC_DEBUG_CODE
BC_DEFAULT_BANNER
BC_DEFAULT_EXPR_EXIT
BC_DEFAULT_PROMPT
BC_DEFAULT_SIGINT_RESET
BC_DEFAULT_TTY_MODE
BC_ENABLED
BC_ENABLE_AFL
BC_ENABLE_LIBRARY
BC_ENABLE_MEMCHECK
BC_HAS_UNREACHABLE
BC_LIKELY
BC_NO_COMPUTED_GOTO
BC_STATUS_H
BC_TEST_OPENBSD
BC_UNLIKELY
DC_DEFAULT_EXPR_EXIT
DC_DEFAULT_HISTORY
DC_DEFAULT_PROMPT
DC_DEFAULT_SIGINT_RESET
DC_DEFAULT_TTY_MODE
DC_ENABLED
NDEBUG
SIG_ATOMIC_MAX
SIZE_MAX
UINT16_MAX
UINT32_C
UINTMAX_C
UINT_FAST32_MAX
_WIN32
__AFL_HAVE_MANUAL_CONTROL
__GNUC_MINOR__
__GNUC__
__OpenBSD__
__STDC_VERSION__
__clang__
__clang_major__
__has_attribute
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_HISTORY
BC_ENABLE_LIBRARY
BC_LONG_BIT
BC_VECTOR_H
DC_ENABLED
NDEBUG
_WIN32
BC_VERSION_H
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_ENABLE_HISTORY
BC_ENABLE_LIBRARY
BC_ENABLE_MEMCHECK
BC_ENABLE_NLS
BC_VM_H
CHAR_BIT
DC_ENABLED
EXECPREFIX
MAINEXEC
_WIN32
BC_ENABLED
DC_ENABLED
NDEBUG
_WIN32
BC_ENABLED
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_ENABLED
BC_ENABLE_EXTRA_MATH
NDEBUG
BC_BASE_DIGS
BC_C11
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_ENABLE_HISTORY
BC_ENABLE_LIBRARY
BC_LONG_BIT
DC_ENABLED
NDEBUG
__OpenBSD__
DC_ENABLED
DC_ENABLED
BC_ENABLE_EXTRA_MATH
DC_ENABLED
BC_DEBUG_CODE
BC_ENABLE_HISTORY
_WIN32
BC_DEBUG_CODE
BC_ENABLE_HISTORY
NDEBUG
_WIN32
BC_ENABLED
BC_ENABLE_EXTRA_MATH
DC_ENABLED
NDEBUG
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_ENABLE_LIBRARY
BC_ENABLED
DC_ENABLED
_WIN32
BC_DEBUG_CODE
BC_ENABLE_EXTRA_MATH
BC_ENABLE_LIBRARY
NDEBUG

BC_ENABLED
BC_ENABLE_EXTRA_MATH
NDEBUG
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_EXTRA_MATH
BC_HAS_COMPUTED_GOTO
BC_PROG_NO_STACK_CHECK
DC_ENABLED
NDEBUG
_WIN32
BC_ENABLE_EXTRA_MATH
BC_RAND_BUILTIN
BC_RAND_USE_FREE
_WIN32
BC_ENABLE_HISTORY
NDEBUG
_WIN32
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_HISTORY
BC_ENABLE_LIBRARY
DC_ENABLED
BC_DEBUG_CODE
BC_ENABLED
BC_ENABLE_AFL
BC_ENABLE_EXTRA_MATH
BC_ENABLE_HISTORY
BC_ENABLE_LIBRARY
BC_ENABLE_MEMCHECK
BC_ENABLE_NLS
DC_ENABLED
NDEBUG
_WIN32
__OpenBSD__

BR_BEARSSL_H__
BR_BEARSSL_AEAD_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_BLOCK_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_EC_H__
__cplusplus
BR_BEARSSL_HASH_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_HMAC_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_KDF_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_PEM_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_PRF_H__
__cplusplus
BR_BEARSSL_RAND_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_RSA_H__
__cplusplus
BR_BEARSSL_SSL_H__
BR_DOXYGEN_IGNORE
__cplusplus
BR_BEARSSL_X509_H__
BR_DOXYGEN_IGNORE
__cplusplus

SERVER_CHACHA20
SERVER_EC
SERVER_MIXED
SERVER_PROFILE_MIN_FS
SERVER_PROFILE_MIN_NOFS
SERVER_RSA

CONFIG_H__

BR_INT128
BR_UMUL128

BR_NO_ARITH_SHIFT
BR_SLOW_MUL15
BR_NO_ARITH_SHIFT
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128

BR_LOMUL

BR_NO_ARITH_SHIFT
BR_SLOW_MUL15
BR_NO_ARITH_SHIFT
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128

BR_LOMUL
BR_LOMUL
BR_LOMUL
BR_LOMUL

BR_SLOW_MUL

BR_AES_X86NI
BR_CLANG
BR_CLANG_3_8
BR_POWER8
BR_POWER8_LE

BR_64
BR_AES_X86NI
BR_ARMEL_CORTEXM_GCC
BR_BE_UNALIGNED
BR_CLANG
BR_CLANG_3_7
BR_CLANG_3_8
BR_CT_MUL15
BR_CT_MUL31
BR_ENABLE_INTRINSICS
BR_GCC
BR_GCC_4_4
BR_GCC_4_5
BR_GCC_4_6
BR_GCC_4_7
BR_GCC_4_8
BR_GCC_4_9
BR_GCC_5_0
BR_INT128
BR_LE_UNALIGNED
BR_LOMUL
BR_MSC
BR_MSC_2005
BR_MSC_2008
BR_MSC_2010
BR_MSC_2012
BR_MSC_2013
BR_MSC_2015
BR_NO_ARITH_SHIFT
BR_POWER8
BR_POWER8_BE
BR_POWER8_LE
BR_POWER_ASM_MACROS
BR_RDRAND
BR_SSE2
BR_TARGETS_X86_DOWN
BR_TARGETS_X86_UP
BR_UMUL128
BR_USE_UNIX_TIME
BR_USE_URANDOM
BR_USE_WIN32_RAND
BR_USE_WIN32_TIME
BR_amd64
BR_i386
INNER_H__
ULONG_MAX
_AIX
_ARCH_PPC
_ARCH_PPC64
_ARCH_PWR8
_LP64
_MSC_VER
_M_ARM64
_M_IA64
_M_IX86
_M_PPC
_M_X64
_POSIX_C_SOURCE
_POSIX_SOURCE
_WIN32
_WIN64
__64BIT__
__ANDROID__
__APPLE__
__BIG_ENDIAN__
__CRYPTO__
__DragonFly__
__FreeBSD__
__GNUC_MINOR__
__GNUC__
__LITTLE_ENDIAN__
__LP64__
__MACH__
__NetBSD__
__OpenBSD__
__PPC64__
__SIZEOF_INT128__
__SVR4
__aarch64__
__clang__
__clang_major__
__clang_minor__
__i386
__i386__
__ia64
__itanium__
__linux__
__mips64
__powerpc64__
__powerpc__
__ppc64__
__sparc64__
__sun
__svr4__
__unix__
__x86_64__

BR_ARMEL_CORTEXM_GCC

BR_64
BR_64

BR_64

BR_INT128
BR_UMUL128

BR_RDRAND
BR_USE_URANDOM
BR_USE_WIN32_RAND
BR_INT128
BR_LOMUL
BR_UMUL128
BR_LOMUL
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_LOMUL
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_INT128
BR_LOMUL
BR_UMUL128
BR_LOMUL

BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128
BR_INT128
BR_UMUL128

BR_64
BR_AES_X86NI
BR_ARMEL_CORTEXM_GCC
BR_BE_UNALIGNED
BR_CLANG
BR_CLANG_3_7
BR_CLANG_3_8
BR_CT_MUL15
BR_CT_MUL31
BR_GCC
BR_GCC_4_4
BR_GCC_4_5
BR_GCC_4_6
BR_GCC_4_7
BR_GCC_4_8
